id,session_id,event_type,action,target_element,target_section,coordinates,text_content,metadata,timestamp
67020,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":223,""y"":525}",,,429452
67021,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":183,""y"":516}",,,429558
67022,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":159,""y"":514}",,,429666
67023,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":146,""y"":505}",,,429773
67024,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":144,""y"":501}",,,429893
67025,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":144,""y"":501}",,,430013
67026,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":144,""y"":501}",,,430213
67027,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":146,""y"":502}",,,430493
67028,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":16,""messageId"":4,""textLength"":1,""startOffset"":15,""selectedText"":""i""}",430533
67029,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":18,""messageId"":4,""textLength"":3,""startOffset"":15,""selectedText"":""ile""}",430535
67030,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":22,""messageId"":4,""textLength"":7,""startOffset"":15,""selectedText"":""iled at""}",430560
67031,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":25,""messageId"":4,""textLength"":10,""startOffset"":15,""selectedText"":""iled at Ap""}",430573
67032,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":28,""messageId"":4,""textLength"":13,""startOffset"":15,""selectedText"":""iled at Apple""}",430587
67033,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":251,""y"":502}",,,430599
67034,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":32,""messageId"":4,""textLength"":17,""startOffset"":15,""selectedText"":""iled at Apple’s \""""}",430601
67035,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":36,""messageId"":4,""textLength"":21,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe ""}",430615
67036,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":39,""messageId"":4,""textLength"":24,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dro""}",430627
67037,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":43,""messageId"":4,""textLength"":28,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Droppin""}",430641
67038,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":45,""messageId"":4,""textLength"":30,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\""""}",430654
67039,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":48,""messageId"":4,""textLength"":33,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" ev""}",430668
67040,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":50,""messageId"":4,""textLength"":35,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" even""}",430682
67041,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":52,""messageId"":4,""textLength"":37,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" event ""}",430695
67042,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":392,""y"":509}",,,430706
67043,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":53,""messageId"":4,""textLength"":38,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" event o""}",430708
67044,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":54,""messageId"":4,""textLength"":39,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" event on""}",430734
67045,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":404,""y"":511}",,,430826
67046,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":54,""messageId"":4,""textLength"":39,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" event on""}",430830
67047,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":404,""y"":512}",,,431306
67048,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":0,""messageId"":4,""textLength"":59,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" event on September 9, 2025.\n""}",431308
67049,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":54,""messageId"":4,""textLength"":39,""startOffset"":15,""selectedText"":""iled at Apple’s \""Awe Dropping\"" event on""}",431375
67050,session_1762096692449_ij9sf4nym,mouse,click,li,response,"{""x"":404,""y"":511}",,"{""messageId"":4}",432093
67051,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":403,""y"":512}",,,432361
67052,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":367,""y"":550}",,,432467
67053,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":364,""y"":550}",,,432574
67054,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":353,""y"":535}",,,432680
67055,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":345,""y"":533}",,,432787
67056,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":337,""y"":531}",,,432894
67057,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":337,""y"":531}",,,433014
67058,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":336,""y"":530}",,,433120
67059,session_1762096692449_ij9sf4nym,selection,selection_clear,,,,,,433122
67060,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":337,""y"":530}",,,433267
67061,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":13,""messageId"":4,""textLength"":2,""startOffset"":11,""selectedText"":"" t""}",433296
67062,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":15,""messageId"":4,""textLength"":4,""startOffset"":11,""selectedText"":"" the""}",433309
67063,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":18,""messageId"":4,""textLength"":7,""startOffset"":11,""selectedText"":"" the Pl""}",433322
67064,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":21,""messageId"":4,""textLength"":10,""startOffset"":11,""selectedText"":"" the Plus ""}",433336
67065,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":24,""messageId"":4,""textLength"":13,""startOffset"":11,""selectedText"":"" the Plus mod""}",433349
67066,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":28,""messageId"":4,""textLength"":17,""startOffset"":11,""selectedText"":"" the Plus model w""}",433362
67067,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":471,""y"":530}",,,433373
67068,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":31,""messageId"":4,""textLength"":20,""startOffset"":11,""selectedText"":"" the Plus model with""}",433375
67069,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":34,""messageId"":4,""textLength"":23,""startOffset"":11,""selectedText"":"" the Plus model with an""}",433389
67070,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":36,""messageId"":4,""textLength"":25,""startOffset"":11,""selectedText"":"" the Plus model with an u""}",433401
67071,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":38,""messageId"":4,""textLength"":27,""startOffset"":11,""selectedText"":"" the Plus model with an ult""}",433415
67072,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":39,""messageId"":4,""textLength"":28,""startOffset"":11,""selectedText"":"" the Plus model with an ultr""}",433428
67073,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":40,""messageId"":4,""textLength"":29,""startOffset"":11,""selectedText"":"" the Plus model with an ultra""}",433443
67074,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":41,""messageId"":4,""textLength"":30,""startOffset"":11,""selectedText"":"" the Plus model with an ultra-""}",433455
67075,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":529,""y"":536}",,,433480
67076,session_1762096692449_ij9sf4nym,mouse,click,li,response,"{""x"":529,""y"":536}",,"{""messageId"":4}",433505
67077,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":529,""y"":537}",,,433774
67078,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":473,""y"":611}",,,433881
67079,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":434,""y"":652}",,,433987
67080,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":414,""y"":643}",,,434094
67081,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":402,""y"":616}",,,434201
67082,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":402,""y"":610}",,,434307
67083,session_1762096692449_ij9sf4nym,selection,selection_clear,,,,,,434428
67084,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":403,""y"":611}",,,434440
67085,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":403,""y"":611}",,,434588
67086,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":11,""messageId"":4,""textLength"":1,""startOffset"":10,""selectedText"":""n""}",434617
67087,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":0,""messageId"":4,""textLength"":40,""startOffset"":10,""selectedText"":""nd always-on display across all models.\n""}",434630
67088,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":28,""messageId"":4,""textLength"":93,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured a""}",434644
67089,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":29,""messageId"":4,""textLength"":94,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured an""}",434656
67090,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":0,""messageId"":4,""textLength"":122,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured an Apple-designed Wi-Fi chip.\n""}",434670
67091,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":54,""messageId"":4,""textLength"":176,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured an Apple-designed Wi-Fi chip.\nCameras included a 48MP telephoto and a 24MP front cam""}",434683
67092,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":439,""y"":668}",,,434694
67093,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":0,""messageId"":4,""textLength"":199,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured an Apple-designed Wi-Fi chip.\nCameras included a 48MP telephoto and a 24MP front camera across the lineup.\n""}",434710
67094,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":59,""messageId"":4,""textLength"":258,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured an Apple-designed Wi-Fi chip.\nCameras included a 48MP telephoto and a 24MP front camera across the lineup.\nDurability and performance improved with a scratch-resistan""}",434723
67095,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":60,""messageId"":4,""textLength"":259,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured an Apple-designed Wi-Fi chip.\nCameras included a 48MP telephoto and a 24MP front camera across the lineup.\nDurability and performance improved with a scratch-resistant""}",434748
67096,session_1762096692449_ij9sf4nym,selection,text_select,li,response,,,"{""endOffset"":61,""messageId"":4,""textLength"":260,""startOffset"":10,""selectedText"":""nd always-on display across all models.\nPro models gained Wi-Fi 7, and base models featured an Apple-designed Wi-Fi chip.\nCameras included a 48MP telephoto and a 24MP front camera across the lineup.\nDurability and performance improved with a scratch-resistant ""}",434762
67097,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":458,""y"":698}",,,434801
67098,session_1762096692449_ij9sf4nym,mouse,click,ul,response,"{""x"":458,""y"":698}",,"{""messageId"":4}",434866
67099,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":459,""y"":698}",,,435281
67100,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":504,""y"":727}",,,435388
67101,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":508,""y"":730}",,,435495
67102,session_1762096692449_ij9sf4nym,selection,selection_clear,,,,,,435535
67103,session_1762096692449_ij9sf4nym,mouse,click,li,response,"{""x"":508,""y"":730}",,"{""messageId"":4}",435652
67104,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":508,""y"":730}",,,438176
67105,session_1762096692449_ij9sf4nym,mouse,hover_end,"[data-testid=""conversation-turn-4""]",response,,,"{""messageId"":4}",438283
67106,session_1762096692449_ij9sf4nym,mouse,cursor_move,,prompting,"{""x"":949,""y"":121}",,,438283
67107,session_1762096692449_ij9sf4nym,mouse,cursor_move,,,"{""x"":1484,""y"":0}",,,438389
67108,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1362,""y"":223}",,,441843
67109,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":700,""y"":671}",,,441955
67110,session_1762096692449_ij9sf4nym,mouse,hover_start,"[data-testid=""conversation-turn-4""]",response,"{""x"":926,""y"":534}",,"{""messageId"":4}",442193
67111,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":664,""y"":689}",,,442444
67112,session_1762096692449_ij9sf4nym,mouse,hover_end,"[data-testid=""conversation-turn-4""]",response,,,"{""messageId"":4}",442537
67113,session_1762096692449_ij9sf4nym,mouse,cursor_move,,prompting,"{""x"":187,""y"":913}",,,442550
67114,session_1762096692449_ij9sf4nym,mouse,cursor_move,,prompting,"{""x"":101,""y"":928}",,,442657
